"Signatura";"Cod. Estado";"Estado";"Cod. Categoria";"Categoría";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"Comarca";"CP";"Dirección";"Cod. Tipo Via";"Tipo Via";"Via";"Número";"Email";"Web";"Cod. Grupo";"Grupo";"Cod. Modalidad";"Modalidad";"Habitaciones";"Plazas";"Cod. Cadena";"Cadena";"Fecha Alta";"Fecha Baja";"Periodo";"Días periodo";
"CV H01460 V";"A";"ALTA";"2";"2 ESTRELLAS";"RESA PATACONA";"46";"VALÈNCIA";"013";"ALBORAIA/ALBORAYA";"L'HORTA NORD";"46120";"PASEO SERRA D'ESPADA, 2";"PA";"PASEO";"SERRA D'ESPADA";"2";"patacona@resa.es";"http://www.resa.es";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"442";"506";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/04/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00959 V";"A";"ALTA";"3";"3 ESTRELLAS";"AVENIDA PLAZA";"46";"VALÈNCIA";"017";"ALZIRA";"LA RIBERA ALTA";"46600";"AVENIDA SANTOS PATRONOS, 36";"AV";"AVENIDA";"SANTOS PATRONOS";"36";"avenida-plaza@avenida-plaza.com";"http://www.avenida-plaza.com";"H";"HOTEL";"H";"HOTEL";"19";"27";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/11/1981"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01332 V";"A";"ALTA";"2";"2 ESTRELLAS";"CASA BLAVA";"46";"VALÈNCIA";"017";"ALZIRA";"LA RIBERA ALTA";"46600";"AVENIDA ADRIÁN CAMPOS SÚÑER (TULELL), S/N";"AV";"AVENIDA";"ADRIÁN CAMPOS SÚÑER (TULELL)";"S/N";"info@casablavaalzira.com";"www.casablavaalzira.com";"H";"HOTEL";"H";"HOTEL";"6";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/11/2012"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01287 V";"A";"ALTA";"1";"1 ESTRELLA";"LA LLUNA";"46";"VALÈNCIA";"017";"ALZIRA";"LA RIBERA ALTA";"46600";"AVENIDA DRET D'ASSOCIACIO (POL. INDUSTRIAL TISNERE), 47";"AV";"AVENIDA";"DRET D'ASSOCIACIO (POL. INDUSTRIAL TISNERE)";"47";"info@hotellluna.com";"http://www.hotellluna.com";"H";"HOTEL";"H";"HOTEL";"14";"26";"NCD";"NO PERTENECE A NINGUNA CADENA";"31/07/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01088 V";"A";"ALTA";"2";"2 ESTRELLAS";"LA MASIA";"46";"VALÈNCIA";"017";"ALZIRA";"LA RIBERA ALTA";"46600";"AVENIDA DE LOS DEPORTES, S/N";"AV";"AVENIDA";"DE LOS DEPORTES";"S/N";"info@grupolamasia.com";"http://grupolamasia.com";"H";"HOTEL";"H";"HOTEL";"30";"48";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/01/1995"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01318 V";"A";"ALTA";"1";"1 ESTRELLA";"EL COLLAO DE LA SECA";"46";"VALÈNCIA";"018";"ALCUBLAS";"LOS SERRANOS";"46172";"PARTIDA LA SECA  POLIGONO 9 PARCELA, 689";"PD";"PARTIDA";"LA SECA  POLIGONO 9 PARCELA";"689";"laseca_1@hotmail.com";"http://www.elcollaodelaseca.com";"HS";"HOSTAL";"HS";"HOSTAL";"5";"9";"NCD";"NO PERTENECE A NINGUNA CADENA";"02/02/2011"; ;"SIEMPRE ABIERTO";"Sólo Festivos y Fines de Semana"
"CV H01087 V";"A";"ALTA";"0";"PENSIÓN";"CASANOVA";"46";"VALÈNCIA";"019";"L'ALCÚDIA";"LA RIBERA ALTA";"46250";"CALLE JOAN FUSTER, 19";"C";"CALLE";"JOAN FUSTER";"19"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"5";"9";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/06/1994"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01126 V";"A";"ALTA";"0";"PENSIÓN";"L'ONCLE PERE";"46";"VALÈNCIA";"019";"L'ALCÚDIA";"LA RIBERA ALTA";"46250";"CALLE BOLLENE, 4";"C";"CALLE";"BOLLENE";"4"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"26";"39";"NCD";"NO PERTENECE A NINGUNA CADENA";"09/03/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01157 V";"A";"ALTA";"0";"PENSIÓN";"MIGUEL Y JUANI";"46";"VALÈNCIA";"019";"L'ALCÚDIA";"LA RIBERA ALTA";"46250";"CALLE PIZARRO, 9";"C";"CALLE";"PIZARRO";"9"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"21";"31";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/11/2001"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01209 V";"A";"ALTA";"3";"3 ESTRELLAS";"EXPRESS BY HOLIDAY INN BONAIRE";"46";"VALÈNCIA";"021";"ALDAIA";"L'HORTA OEST";"46960";"DEPARTAMENTO 2 C.CIAL BONAIRE"; ; ;"DEPARTAMENTO 2 C.CIAL BONAIRE"; ;"express.bonaire@ichotelsgroup.com";"http://www.expressbyholidayinn";"H";"HOTEL";"H";"HOTEL";"105";"210";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/10/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01223 V";"A";"ALTA";"2";"2 ESTRELLAS";"IBIS VALENCIA BONAIRE";"46";"VALÈNCIA";"021";"ALDAIA";"L'HORTA OEST";"46960";"AUTOVIA A3, KM 345-BUZON 165"; ; ;"AUTOVIA A3, KM 345-BUZON 165"; ;"h3444@accor.com";"http://www.ibishotel.com";"H";"HOTEL";"H";"HOTEL";"106";"212";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/05/2005"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01266 V";"A";"ALTA";"4";"4 ESTRELLAS";"ALBUFERA";"46";"VALÈNCIA";"022";"ALFAFAR";"L'HORTA SUD";"46910";"PLAZA ALQUERÍA DE LA CULLA, 1";"PL";"PLAZA";"ALQUERÍA DE LA CULLA";"1";"recepcion.apartotel@hotelalbufera.com";"http://www.apartotelalbufera.es";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"111";"251";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/05/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01178 V";"A";"ALTA";"1";"1 ESTRELLA";"IBIS ALFAFAR";"46";"VALÈNCIA";"022";"ALFAFAR";"L'HORTA SUD";"46910";"CALLE ALCALDE JOSE PUERTES, 31";"C";"CALLE";"ALCALDE JOSE PUERTES";"31";"h3683@accor-hotels.com";"http://www.ibishotel.com";"H";"HOTEL";"H";"HOTEL";"87";"174";"ACC";"ACCOR HOTELES ESPAÑA";"03/04/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01176 V";"A";"ALTA";"4";"4 ESTRELLAS";"IGSA ALBUFERA";"46";"VALÈNCIA";"022";"ALFAFAR";"L'HORTA SUD";"46910";"PLAZA ALQUERIA DE LA CULLA, 1";"PL";"PLAZA";"ALQUERIA DE LA CULLA";"1";"reservas@hotelalbufera.com";"http://www.bestwesternhotelalbufera.com";"H";"HOTEL";"H";"HOTEL";"97";"196";"SH";"SH HOTELES";"27/01/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01454 V";"A";"ALTA";"1";"1 ESTRELLA";"STUDIO PALOMAR";"46";"VALÈNCIA";"025";"ALFARA DEL PATRIARCA";"L'HORTA NORD";"46115";"CALLE MAJOR, 54";"C";"CALLE";"MAJOR";"54";"info@studiopalomar.com";"http://www.studiopalomar.es";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"20";"40";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/02/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01051 V";"A";"ALTA";"0";"PENSIÓN";"MAXIM";"46";"VALÈNCIA";"029";"ALGEMESÍ";"LA RIBERA ALTA";"46680";"CALLE RONDA DE ALZIRA, 45";"C";"CALLE";"RONDA DE ALZIRA";"45"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"8";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/03/1991"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01124 V";"A";"ALTA";"4";"4 ESTRELLAS";"BARTOS";"46";"VALÈNCIA";"035";"ALMUSSAFES";"LA RIBERA BAIXA";"46440";"CALLE LIRA ALMUSAFENSE, 15";"C";"CALLE";"LIRA ALMUSAFENSE";"15";"reservas@hotelbartos.com";"http://www.hotelbartos.com";"H";"HOTEL";"H";"HOTEL";"79";"154";"NCD";"NO PERTENECE A NINGUNA CADENA";"02/12/1999"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01112 V";"A";"ALTA";"2";"2 ESTRELLAS";"ISABEL";"46";"VALÈNCIA";"035";"ALMUSSAFES";"LA RIBERA BAIXA";"46440";"CALLE SAN VICENTE, 31";"C";"CALLE";"SAN VICENTE";"31"; ; ;"H";"HOTEL";"H";"HOTEL";"22";"34";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/06/1997"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01199 V";"A";"ALTA";"1";"1 ESTRELLA";"ISABEL II";"46";"VALÈNCIA";"035";"ALMUSSAFES";"LA RIBERA BAIXA";"46440";"CALLE MAESTRO CARDONA ESQ. SAN VICENTE,, 31";"C";"CALLE";"MAESTRO CARDONA ESQ. SAN VICENTE,";"31"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"16";"29";"NCD";"NO PERTENECE A NINGUNA CADENA";"31/05/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01548 V";"A";"ALTA";"2";"2 ESTRELLAS";"KEY REIG";"46";"VALÈNCIA";"035";"ALMUSSAFES";"LA RIBERA BAIXA";"46440";"CALLE DELS LLAURADORS, 13";"C";"CALLE";"DELS LLAURADORS";"13";"rcastro-ruiz@icali.es"; ;"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"49";"96";"NCD";"NO PERTENECE A NINGUNA CADENA";"29/09/2024"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01107 V";"A";"ALTA";"0";"PENSIÓN";"NADAL";"46";"VALÈNCIA";"035";"ALMUSSAFES";"LA RIBERA BAIXA";"46440";"CALLE LIRA ALMUSSAFENSE, 6";"C";"CALLE";"LIRA ALMUSSAFENSE";"6"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"7";"7";"NCD";"NO PERTENECE A NINGUNA CADENA";"04/07/1996"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01196 V";"A";"ALTA";"3";"3 ESTRELLAS";"RAMADA BY WYNDHAM VALENCIA ALMUSSAFES";"46";"VALÈNCIA";"035";"ALMUSSAFES";"LA RIBERA BAIXA";"46440";"AVENIDA DE LA FOIA, S/N";"AV";"AVENIDA";"DE LA FOIA";"S/N";"tryp.almussafes@melia.com";"http://www.melia.com/";"H";"HOTEL";"H";"HOTEL";"133";"266"; ; ;"11/05/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01128 V";"A";"ALTA";"1";"1 ESTRELLA";"EL SABINAR DE LA TORRE";"46";"VALÈNCIA";"036";"ALPUENTE";"LOS SERRANOS";"46178";"CALLE LA TORRE (ALDEA LA TORRE), S/N";"C";"CALLE";"LA TORRE (ALDEA LA TORRE)";"S/N";"elsabinardelatorre@elsabinardelatorre.com";"http://www.elsabinardelatorre.com";"HS";"HOSTAL";"HS";"HOSTAL";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/03/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01047 V";"A";"ALTA";"1";"1 ESTRELLA";"EL GALLEGO";"46";"VALÈNCIA";"039";"ANNA";"LA CANAL DE NAVARRÉS";"46820";"CALLE MAYOR, 183";"C";"CALLE";"MAYOR";"183";"info@largalego.es";"http://www.largalego.es/";"HS";"HOSTAL";"HS";"HOSTAL";"12";"22";"NCD";"NO PERTENECE A NINGUNA CADENA";"25/11/1991"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01451 V";"A";"ALTA"; ; ;"EL PALACIO";"46";"VALÈNCIA";"039";"ANNA";"LA CANAL DE NAVARRÉS";"46820";"CALLE ARTISTA SANZ, 2";"C";"CALLE";"ARTISTA SANZ";"2"; ; ;"P";"PENSIÓN"; ; ;"5";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/01/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01434 V";"A";"ALTA";"1";"1 ESTRELLA";"FUENTE DE MARZO";"46";"VALÈNCIA";"039";"ANNA";"LA CANAL DE NAVARRÉS";"46820";"CARRETERA CV-590- KM 51,900, S/N";"CR";"CARRETERA";"CV-590- KM 51,900";"S/N";"fuentedemarzo@gmail.com";"http://www.fuentedemarzo.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"4";"13";"NCD";"NO PERTENECE A NINGUNA CADENA";"02/12/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01200 V";"A";"ALTA";"2";"2 ESTRELLAS";"ARAS RURAL";"46";"VALÈNCIA";"041";"ARAS DE LOS OLMOS";"LOS SERRANOS";"46179";"PARTIDA DE LA NEVERA, PARCELA A 10 POLÍGONO 13";"PD";"PARTIDA";"DE LA NEVERA, PARCELA A 10 POLÍGONO 13"; ;"hotel@arasrural.com";"http://www.arasrural.com";"H";"HOTEL";"H";"HOTEL";"15";"34";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/06/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01142 V";"A";"ALTA";"2";"2 ESTRELLAS";"LA VALL";"46";"VALÈNCIA";"042";"AIELO DE MALFERIT";"LA VALL D'ALBAIDA";"46812";"AVENIDA SANTISIMO CRISTO, 44";"AV";"AVENIDA";"SANTISIMO CRISTO";"44"; ; ;"H";"HOTEL";"H";"HOTEL";"16";"27";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/01/2001"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01251 V";"A";"ALTA";"0";"PENSIÓN";"VILLA DE AYORA";"46";"VALÈNCIA";"044";"AYORA";"EL VALLE DE COFRENTES-AYORA";"46620";"CALLE EMPEDRA, 11";"C";"CALLE";"EMPEDRA";"11";"info@villadeayora.es";"villadeayora.es";"P";"PENSIÓN";"P";"PENSIÓN";"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/06/2007"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01381 V";"A";"ALTA"; ; ;"LA CASA GRAN";"46";"VALÈNCIA";"052";"BENAVITES";"EL CAMP DE MORVEDRE";"46514";"CALLE D'ENMIG, 6";"C";"CALLE";"D'ENMIG";"6";"lacasagrandebenavites@gmail.com";"http://www.lacasagrandebenavites.com";"P";"PENSIÓN"; ; ;"4";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"23/03/2017"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01065 V";"A";"ALTA";"4";"4 ESTRELLAS";"BENETUSSER";"46";"VALÈNCIA";"054";"BENETÚSSER";"L'HORTA SUD";"46910";"AVENIDA PAIPORTA, 54";"AV";"AVENIDA";"PAIPORTA";"54";"info@hotelbenetusser.net"; ;"H";"HOTEL";"H";"HOTEL";"63";"142";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/02/1993"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01426 V";"A";"ALTA"; ; ;"CA DE L'ALFAS";"46";"VALÈNCIA";"055";"BENIARJÓ";"LA SAFOR";"46722";"PARTIDA DE L'ALFAS, 8";"PD";"PARTIDA";"DE L'ALFAS";"8";"amplicash@gmail.com"; ;"P";"PENSIÓN"; ; ;"11";"21";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/07/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01229 V";"A";"ALTA";"1";"1 ESTRELLA";"DUOMO";"46";"VALÈNCIA";"060";"BENIFAIÓ";"LA RIBERA ALTA";"46450";"CARRETERA NACIONAL 340 KM. 883";"CR";"CARRETERA";"NACIONAL 340 KM. 883"; ;"info@hotelesduomo.com";"hotelesduomo.com";"H";"HOTEL";"H";"HOTEL";"39";"76";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/11/2005"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00808 V";"A";"ALTA";"3";"3 ESTRELLAS";"CASA QUIQUET";"46";"VALÈNCIA";"065";"BENIPARRELL";"L'HORTA SUD";"46469";"AVENIDA LEVANTE, 45";"AV";"AVENIDA";"LEVANTE";"45";"casaquiquet@casaquiquet.com"; ;"H";"HOTEL";"H";"HOTEL";"34";"64";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/03/1974"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01587 V";"A";"ALTA";"2";"2 ESTRELLAS";"JOC";"46";"VALÈNCIA";"065";"BENIPARRELL";"L'HORTA SUD";"46469";"CAMINO FONT DE PENELLA, 26";"CM";"CAMINO";"FONT DE PENELLA";"26";"hector@moteljoc.com";"http://www.moteljoc.com";"H";"HOTEL";"H";"HOTEL";"41";"82";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/05/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00769 V";"A";"ALTA";"2";"2 ESTRELLAS";"RIOJA";"46";"VALÈNCIA";"067";"BENISSANÓ";"EL CAMP DE TURIA";"46181";"CALLE SALIDA PORTAL DE BETERA, 001";"C";"CALLE";"SALIDA PORTAL DE BETERA";"001";"hotel@hotel-rioja.com";"http://www.hotel-rioja.com";"H";"HOTEL";"H";"HOTEL";"46";"76";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/04/1973"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01317 V";"A";"ALTA";"2";"2 ESTRELLAS";"LA SITJA";"46";"VALÈNCIA";"068";"BENISSODA";"LA VALL D'ALBAIDA";"46869";"CALLE CANONGE REVERT, 5";"C";"CALLE";"CANONGE REVERT";"5";"info@lasitja.com";"http://www.lasitja.com";"H";"HOTEL";"H";"HOTEL";"7";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/11/2010"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01146 V";"A";"ALTA";"4";"4 ESTRELLAS";"AD HOC PARQUE";"46";"VALÈNCIA";"070";"BÉTERA";"EL CAMP DE TURIA";"46117";"CALLE BOTXÍ 6-8 (URB. TORRE EN CONILL)";"C";"CALLE";"BOTXÍ 6-8 (URB. TORRE EN CONILL)"; ;"adhocparque@adhochoteles.com";"https://www.adhochoteles.com/hotel-ad-hoc-parque-golf";"H";"HOTEL";"H";"HOTEL";"41";"82";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/05/2001"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01198 V";"A";"ALTA";"0";"PENSIÓN";"AZAI";"46";"VALÈNCIA";"070";"BÉTERA";"EL CAMP DE TURIA";"46117";"CALLE TEODORO LLORENTE, 9";"C";"CALLE";"TEODORO LLORENTE";"9"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"13";"22";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/05/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01564 V";"A";"ALTA";"4";"4 ESTRELLAS";"CALDERONA WELLNEES";"46";"VALÈNCIA";"070";"BÉTERA";"EL CAMP DE TURIA";"46117";"CALLE BOTXI, 2";"C";"CALLE";"BOTXI";"2";"hotel@calderonawellness.com";"http://www.calderonawellness.com";"H";"HOTEL"; ; ;"42";"84";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/12/2024"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01265 V";"A";"ALTA";"5";"5 ESTRELLAS";"FERRERO";"46";"VALÈNCIA";"072";"BOCAIRENT";"LA VALL D'ALBAIDA";"46880";"CARRETERA ONTINYENT-VILLENA KM. 16";"CR";"CARRETERA";"ONTINYENT-VILLENA KM. 16"; ;"reservas@hotelferrero.com";"https://www.hotelferrero.com";"H";"HOTEL";"H";"HOTEL";"12";"25";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/04/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01205 V";"A";"ALTA";"3";"3 ESTRELLAS";"L'AGORA";"46";"VALÈNCIA";"072";"BOCAIRENT";"LA VALL D'ALBAIDA";"46880";"CALLE SOR PIEDAD DE LA CRUZ, 3";"C";"CALLE";"SOR PIEDAD DE LA CRUZ";"3";"info@lagorahotel.com";"https://www.lagorahotel.com";"H";"HOTEL";"H";"HOTEL";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/09/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01089 V";"A";"ALTA";"3";"3 ESTRELLAS";"L'ESTACIÓ";"46";"VALÈNCIA";"072";"BOCAIRENT";"LA VALL D'ALBAIDA";"46880";"CALLE PARC DE L'ESTACIÓ, S/N";"C";"CALLE";"PARC DE L'ESTACIÓ";"S/N";"info@hotelestacio.com";"https://hotelestacio.com";"H";"HOTEL";"H";"HOTEL";"14";"28";"RUS";"RUSTICAE";"01/08/1994"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01175 V";"A";"ALTA";"2";"2 ESTRELLAS";"CONDES DE BUÑOL";"46";"VALÈNCIA";"077";"BUÑOL";"LA HOYA DE BUÑOL";"46360";"AVENIDA BLASCO IBAÑEZ, 13";"AV";"AVENIDA";"BLASCO IBAÑEZ";"13"; ; ;"H";"HOTEL";"H";"HOTEL";"14";"26";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/01/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
