FECHA_CSV;SIGNATURA;NOMBRE;DIRECCION;CP;PROV_CODIGO;PROVINCIA;MUNI_CODIGO;MUNICIPIO;COMARCA;EMAIL;TELEFONO;FAX;WEB;ACTIVIDADES;EN_LOCALIDADES
14/09/2025 02:00:03;CVTA00014 A;AKTIVE-LIFE SPORTS & EVENTS;CALLE TRUENO POLÍGONO INDUSTRIAL PLA DE LA VALLONGA, 53;03006;03;ALACANT;014;ALACANT/ALICANTE;EL BAIX VINALOPO;heike@aktive-life.com;669497127;;https://www.aktive-life.com/es/;;Alcoi/Alcoy (ALACANT), Banyeres de Mariola (ALACANT), Beniardá (ALACANT), Benidorm (ALACANT), Benissa (ALACANT), Bolulla (ALACANT), Castalla (ALACANT), Dénia (ALACANT), El Castell de Guadalest (ALACANT), Finestrat (ALACANT)
14/09/2025 02:00:03;CVTA00015 A;DIVING STONES;PASEO DE COLÓN, 1,CASETA 3;03501;03;ALACANT;031;BENIDORM;LA MARINA BAIXA;reservas@revolutiondive.com;618 406 991;;http://www.divingstones.com;;Benidorm (ALACANT)
14/09/2025 02:00:03;CVTA00017 A;CENTRO DE BUCEO ALI SUB;AVENIDA DEL PUERTO, S/N. CLUB NÁUTICO;03570;03;ALACANT;139;LA VILA JOIOSA/VILLAJOYOSA;LA MARINA BAIXA;buceo@ali-sub.com;966810107;966810107;https://www.ali-sub.com;;Benidorm (ALACANT), La Vila Joiosa/Villajoyosa (ALACANT)
14/09/2025 02:00:03;CVTA00018 A;TURURAC EFESENDRA;AVENIDA GANDIA, 2;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;tururac@tururac.com;630992488;965782360;http://www.tururac.com;;Beniarbeig (ALACANT), Bolulla (ALACANT), Callosa d'en Sarrià (ALACANT), Castell de Castells (ALACANT), Dénia (ALACANT), La Vall de Laguar (ALACANT), La Vall d'Ebo (ALACANT), Tavernes de la Valldigna (VALÈNCIA), Xàtiva (VALÈNCIA)
14/09/2025 02:00:03;CVTA00020 A;SILVOTURISMO;CALLE COLON, 53;03610;03;ALACANT;104;PETRER;EL VINALOPO MITJA/EL VINALOPO;correo@silvoturismo.com;965376231;;http://silvoturismo.com;;La Vall de Laguar (ALACANT), Venta del Moro (VALÈNCIA)
14/09/2025 02:00:03;CVTA00021 A;GRIETA AVENTURA;CALLE CERVANTES, 19;03810;03;ALACANT;035;BENILLOBA;EL COMTAT;info@grieta-aventura.com;659 581 937;;https://www.grieta-aventura.com;;Alcoi/Alcoy (ALACANT), Banyeres de Mariola (ALACANT), Bolulla (ALACANT), Castell de Castells (ALACANT), Confrides (ALACANT), Dénia (ALACANT), El Castell de Guadalest (ALACANT), Penàguila (ALACANT), Petrer (ALACANT), Polop (ALACANT)
14/09/2025 02:00:03;CVTA00022 A;IBINATURA;CALLE MAYOR, 26;03440;03;ALACANT;079;IBI;L'ALCOIA;info@ibinatura.com;610057522;;;;Ibi (ALACANT)
14/09/2025 02:00:03;CVTA00023 A;KAYAK JAVEA / KAYAK DENIA;CARRETERA CABO SANT ANTONIO - BUZÓN 1267, 3;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;info@kayakjavea.com;679753761;;https://www.kayakjavea.com;;Dénia (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00027 A;ALICANTE AVENTURA;PARTIDA PARAISO, 66;03570;03;ALACANT;139;LA VILA JOIOSA/VILLAJOYOSA;LA MARINA BAIXA;alicanteaventura.experience@gmail.com;622197848;;https://alicanteaventura.com;;Alcoi/Alcoy (ALACANT), Altea (ALACANT), Bolulla (ALACANT), Callosa de Segura (ALACANT), Confrides (ALACANT), Dénia (ALACANT), La Vall de Laguar (ALACANT), La Vila Joiosa/Villajoyosa (ALACANT), Ondara (ALACANT), Orxeta (ALACANT), Petrer (ALACANT), Poble Nou de Benitatxell, el/ Benitachell (ALACANT), Polop (ALACANT), Redován (ALACANT), Relleu (ALACANT), Teulada (ALACANT), Villena (ALACANT), Xàbia/Jávea (ALACANT), Anna (VALÈNCIA), Cortes de Pallás (VALÈNCIA), Enguera (VALÈNCIA), Millares (VALÈNCIA), Quesa (VALÈNCIA), Tavernes de la Valldigna (VALÈNCIA), Tous (VALÈNCIA), València (VALÈNCIA), Vallada (VALÈNCIA)
14/09/2025 02:00:03;CVTA00028 A;MARCO POLO EXPEDICIONES;AVENIDA DE EUROPA, 11;03503;03;ALACANT;031;BENIDORM;LA MARINA BAIXA;info@marcopoloexp.es;965 863 399;;http://www.marcopoloexp.es/es/;;Altea (ALACANT), Benidorm (ALACANT), Callosa d'en Sarrià (ALACANT), L'Alfàs del Pi (ALACANT)
14/09/2025 02:00:03;CVTA00029 A;CENTRO DE BUCEO SCUBA ELX;PASAJE GRANADA, 5- LOCAL 3;03130;03;ALACANT;121;SANTA POLA;EL BAIX VINALOPO;info@scubaelx.com;663237389;;http://scubaelx.com;;Santa Pola (ALACANT)
14/09/2025 02:00:03;CVTA00031 A;ARRELS, GESTIÓ  I PROMOCIÓ DEL MEDI;CALLE PRIMER DE MAIG, 4;03804;03;ALACANT;009;ALCOI/ALCOY;L'ALCOIA;arrelsmediambient@gmail.com;659987014;;http://arrelsmediambient.net;;Alcoi/Alcoy (ALACANT), Alcoleja (ALACANT), Benasau (ALACANT), Beniardá (ALACANT), Benifallim (ALACANT), Benifato (ALACANT), Castalla (ALACANT), Confrides (ALACANT), Penàguila (ALACANT), Torre de les Maçanes, la / Torremanzanas (ALACANT)
14/09/2025 02:00:03;CVTA00032 A;CENTRO DE BUCEO SCÓRPORA;CALLE PAU CASALS, 6;03581;03;ALACANT;011;L'ALFÀS DEL PI;LA MARINA BAIXA;scorpora.albir@hotmail.com;966867305;;http://centrobuceoscorpora.com;;L'Alfàs del Pi (ALACANT)
14/09/2025 02:00:03;CVTA00034 A;S.D. CLUB NAUTICO  CAMPELLO;PARTIDA LA ILLETA, S/N;03560;03;ALACANT;050;EL CAMPELLO;L'ALACANTI;info@cncampello.com;965633400;965631964;http://www.cncampello.com;;El Campello (ALACANT)
14/09/2025 02:00:03;CVTA00035 A;NAUTICA PEREZ;CARRETERA LAS MARINAS, 203;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;info@nauticaperez.com;965785976;;http://nauticaperez.com;;Dénia (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00038 A;AESTAS ECOTURISMO;CALLE DR. BARRAQUER, 41-2º;03760;03;ALACANT;095;ONDARA;LA MARINA ALTA;info@aestas.es;667523604;;;;Benidorm (ALACANT), Calp (ALACANT), Dénia (ALACANT), Finestrat (ALACANT)
14/09/2025 02:00:03;CVTA00039 A;BUCEO CABO LA NAO;CALLE CANAL SUR, 2;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;buceo@cabolanao.com;+34 609 672 856;;https://cabolanao.com;;Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00040 A;POSIDONIA ECOSPORTS;CALLE BARRELA, 4-LOCAL2;03110;03;ALACANT;090;MUTXAMEL;L'ALACANTI;info@posidoniaecosports.com;665 908 763;;https://posidoniaecosports.com;;Alacant/Alicante (ALACANT), Altea (ALACANT), Benidorm (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00041 A;MARDAYS;PUERTO MARINA NOU FONTANA, PLAYA DEL ARENAL, FTE. PARADOR, S/N;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;info@mardaysresort.com;665 496 333;;https://www.mardaysresort.com/;;Dénia (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00042 A;NAUTIMED;PASEO VISTALEGRE, S/N;03180;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@nautimed.com;609061106;;http://nautimed.com;;Alacant/Alicante (ALACANT), Guardamar del Segura (ALACANT), Orihuela (ALACANT), Torrevieja (ALACANT)
14/09/2025 02:00:03;CVTA00044 A;YEGUADA SALINAS;PARAJE PARAJE CASA BIAR, 32 A;03638;03;ALACANT;116;SALINAS;L'ALT VINALOPO/ALTO VINALOPO;fjosecarbonell70@gmail.com;609967497;;http://yeguadasalinas.es;;Salinas (ALACANT)
14/09/2025 02:00:03;CVTA00046 A;VOLANTE CHARTERS;CALLE MENORCA, 9;03183;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;kev2109@hotmail.com;636159885;;http://costa-boat-trips.eu;;Alacant/Alicante (ALACANT), Torrevieja (ALACANT)
14/09/2025 02:00:03;CVTA00047 A;ESCUELA DE VELA LA ESCANDALOSA;PLAYA ACEQUIÓN-PUERTO DEPORTIVO, S/N;03181;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@laescandalosa.com;608665054;;http://laescandalosa.com;;Torrevieja (ALACANT)
14/09/2025 02:00:03;CVTA00048 A;CLUB NAUTICO MARINA INTERNACIONAL;PLAYA ACEQUIÓN, S/N;03181;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;info@cnmi.es;965 713 650;965714266;https://www.puertodeportivomarinainternacional.com;;Alacant/Alicante (ALACANT), Torrevieja (ALACANT)
14/09/2025 02:00:03;CVTA00050 A;COSTA BLANCA SAILING;AVENIDA NIZA, 37;03540;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;info@costablancasailing.co.uk;661785305;;http://costablancasailing.co.uk;;Alacant/Alicante (ALACANT)
14/09/2025 02:00:03;CVTA00053 A;PARAPENTE SANTA POLA;PARTIDA SOL DEL CAMP, 172;03698;03;ALACANT;002;AGOST;EL BAIX VINALOPO;info@parapentesantapola.es;689866111;;https://www.parapentesantapola.es/;;Agost (ALACANT), Santa Pola (ALACANT)
14/09/2025 02:00:03;CVTA00054 A;ACTIVIDADES NAUTICAS TORREVIEJA - Flyboard Torrevieja;PASEO VISTALEGRE, PUERTO DE MARINA SALINAS, S/N;03181;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;reservas@flyboardtorrevieja.com;655 023 039;;http://flyboardtorrevieja.com;;Torrevieja (ALACANT)
14/09/2025 02:00:03;CVTA00057 A;EN RUTA MULTIAVENTURA;CALLE FILÀ ASTURIANS, 7C;03801;03;ALACANT;009;ALCOI/ALCOY;L'ALCOIA;info@enrutamultiaventura.com;616 859 543;;https://enrutamultiaventura.com;;Alcoi/Alcoy (ALACANT), Banyeres de Mariola (ALACANT), Dénia (ALACANT), Villena (ALACANT), Anna (VALÈNCIA), Gandia (VALÈNCIA), Requena (VALÈNCIA), Xàtiva (VALÈNCIA)
14/09/2025 02:00:03;CVTA00059 A;TRONKOS Y BARRANCOS;AVENIDA JUAN XXIII, 11 - B, 11;03400;03;ALACANT;140;VILLENA;L'ALCOIA;info@tronkosybarrancos.com;636933119;;https://tronkosybarrancos.com;;Agost (ALACANT), Alcoi/Alcoy (ALACANT), Banyeres de Mariola (ALACANT), Beneixama (ALACANT), Biar (ALACANT), Callosa de Segura (ALACANT), Callosa d'en Sarrià (ALACANT), Calp (ALACANT), Castalla (ALACANT), Dénia (ALACANT), Elda (ALACANT), La Vall de Laguar (ALACANT), La Vall d'Ebo (ALACANT), La Vila Joiosa/Villajoyosa (ALACANT), Petrer (ALACANT), Polop (ALACANT), Redován (ALACANT), Relleu (ALACANT), Santa Pola (ALACANT), Villena (ALACANT), Enguera (VALÈNCIA), Gandia (VALÈNCIA), Quesa (VALÈNCIA)
14/09/2025 02:00:03;CVTA00061 A;RANCHO SIERRA HELADA;CAMINO DEL REPETIDOR, 5;69301;03;ALACANT;011;L'ALFÀS DEL PI;LA MARINA BAIXA;aitorgarciabenidorm@gmail.com;693 012 399;;https://hipicasierrahelada.com;;Benidorm (ALACANT)
14/09/2025 02:00:03;CVTA00064 A;VITAL PARCENTRE;CAMINO DEL POU, 103;03792;03;ALACANT;100;PARCENT;LA MARINA ALTA;info@vitalparcentre.com;625408403;;http://vitalparcentre.com;;Parcent (ALACANT)
14/09/2025 02:00:03;CVTA00066 A;LAS ANTIPODAS WATERSPORTS;CARRETERA CALPE-MORAIRA , C.N. LES BASETES, KM.2,5;03710;03;ALACANT;047;CALP;LA MARINA ALTA;mail@lasantipodas.com;965838310;;http://lasantipodas.com;;Calp (ALACANT)
14/09/2025 02:00:03;CVTA00067 A;PAINTBALL DE ELITE;CAMINO DE LA MORERA, 03;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;paintballdeelitejavea@gmail.com;672407046;;http://paintballdeelite.com;;Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00068 A;CUQUET DE LLUM AVENTURA;CALLE CARRATALÁ, 20 BAJO;03007;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;merinoserg@hotmail.com;966308686;;;;Alacant/Alicante (ALACANT), Alcoi/Alcoy (ALACANT), Biar (ALACANT), Calp (ALACANT), El Campello (ALACANT), Finestrat (ALACANT), La Vall de Laguar (ALACANT), Onil (ALACANT)
14/09/2025 02:00:03;CVTA00070 A;ITOURS ADVENTURE;AVENIDA DE LA FONTANA, 1;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;itours@itoursadventure.com;634380297;;http://itoursadventure.com;;Dénia (ALACANT)
14/09/2025 02:00:03;CVTA00071 A;AITANA AVENTURES;AVENIDA CONSTITUCIÓN, 6 5º IZDA.;03002;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;viajes@aitanaaventures.com;966 89 05 32;;http://www.aitanaaventures.com;;Alcoi/Alcoy (ALACANT)
14/09/2025 02:00:03;CVTA00073 A;MULTIAVENTURA;CALLE GIBRALTAR (LOCAL 10), 4;03710;03;ALACANT;047;CALP;LA MARINA ALTA;calpemultiaventura@gmail.com;695162004;;www.calpemultiaventura.com;;Calp (ALACANT)
14/09/2025 02:00:03;CVTA00075 A;SIESTA ADVISOR;AVENIDA PARIS, 35 - LOCAL 7, 35;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;info@siestaadvisor.com;639908367;;http://www.siestaadvisor.com;;Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00076 A;OUTDOOR DEPORTE AVENTURA Y NATURALEZA;POLÍGONO ELS ALGARS C/ BAÑERES DE MARIOLA 18-B NAVE 4, 18-B;03820;03;ALACANT;056;COCENTAINA;EL COMTAT;info@outdooraventura.com;965543394;;http://outdooraventura.com;;Alcoi/Alcoy (ALACANT)
14/09/2025 02:00:03;CVTA00077 A;OXYTOURS;CALLE HONDÓN DE LAS NIEVES, 2-3º A;03005;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;hola@oxytours.com;693701596;;http://oxytours.com;;Alacant/Alicante (ALACANT), Alcoi/Alcoy (ALACANT), Benidorm (ALACANT), Calp (ALACANT), Finestrat (ALACANT), la Vall de Gallinera (ALACANT)
14/09/2025 02:00:03;CVTA00078 A;ALBIR MARINA;AVENIDA PUERTO, 22 - BLOQUE 2, 3º P;03590;03;ALACANT;018;ALTEA;LA MARINA BAIXA;albirmarina@albirmarina.com;965 845 175;;https://albirmarina.com;;Altea (ALACANT)
14/09/2025 02:00:03;CVTA00079 A;CABLE-SKI BENIDORM;CALLE ALCALDE MANUEL CATALAN CHANA, 14 - LOCAL 1, 14;03503;03;ALACANT;031;BENIDORM;LA MARINA BAIXA;info@cableskibenidorm.com;639612713;;http://cableskibenidorm.com;;Benidorm (ALACANT)
14/09/2025 02:00:03;CVTA00083 A;NISOS BENIDORM;AVENIDA VILLAJOYOSA-EDIF. COBLANCA, 30-LCL,.4, 18;03502;03;ALACANT;031;BENIDORM;LA MARINA BAIXA;info@nisosbenidorm.com;609878013;;www.nisosbenidorm.com;;Benidorm (ALACANT)
14/09/2025 02:00:03;CVTA00084 A;YO BUCEO;AVENIDA DESIDERIO RODRIGUEZ, 136;03185;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;torrevieja@yobuceo.es;678490694;;https://yobuceo.es/centros-de-buceo/torrevieja/;;Torrevieja (ALACANT)
14/09/2025 02:00:03;CVTA00087 A;ESCUELA DE EQUITACION PELUCA;PARTIDA RAMBLA ALTA-CASETA EL SACRISTA, 24;03801;03;ALACANT;009;ALCOI/ALCOY;L'ALCOIA;http://equitacionpeluca.com;609691670;;;;Alcoi/Alcoy (ALACANT)
14/09/2025 02:00:03;CVTA00090 A;WINDSURFING DENIA;CALLE MEDITERRANIA, 5;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;windsurfingdenia@hotmail.fr;655586750;;windsurfingdenia.blogspot.com;;Dénia (ALACANT)
14/09/2025 02:00:03;CVTA00091 A;XABIA ACTIVA;CARRETERA DEL CABO DE SAN ANTONIO 20;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;xabiactiva@gmail.com;639262323;;https://www.xabiactiva.com;;Alcalalí (ALACANT), Bolulla (ALACANT), Dénia (ALACANT), El Pinós/Pinoso (ALACANT), La Vall de Laguar (ALACANT), La Vall d'Ebo (ALACANT), Llíber (ALACANT), Pedreguer (ALACANT), Poble Nou de Benitatxell, el/ Benitachell (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00092 A;TRAIL NATURA;CALLE TEULAR, 6;03430;03;ALACANT;096;ONIL;L'ALCOIA;info@trailnatura.com;691260714;;http://trailnatura.com;;Alacant/Alicante (ALACANT)
14/09/2025 02:00:03;CVTA00093 A;AVENTURA PATA NEGRA;URBANIZACIÓN MIGUEL HERNANDEZ, 10-UR. PUERTO ROMANO, 1.2.13;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;www.aventurapatanegra.com;679155061;;http://www.aventurapatanegradenia.com;;Dénia (ALACANT), Pego (ALACANT), Teulada (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00095 A;AREA NAUTICA;CALLE PUIG MOLINS, 32;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;info@areanautica.com;607380480;;www.areanautica.com;;Calp (ALACANT), Dénia (ALACANT), Teulada (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00098 A;CORNELIS JOHANNES KOUWENBERG;CALLE GEMINIS, 28;03189;03;ALACANT;099;ORIHUELA;EL BAIX SEGURA/LA VEGA BAJA;inof@divecostablanca.com;;;;;Orihuela (ALACANT)
14/09/2025 02:00:03;CVTA00100 A;SURFSKI SCHOOL JAVEA;AVENIDA DE LA LIBERTAD, 36 - 2;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;info@surfskischooljavea.es;649409759;;http://surfskischooljavea.es;;Dénia (ALACANT), La Vila Joiosa/Villajoyosa (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00101 A;GETAJET;CALLE DARSENA DE BABOR PANTALAN -MARINA DE DENIA, 6;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;info@getajet.es;660026593;;;;Dénia (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00102 A;ALINA SAILING;CALLE PLAYA DEL ACEQUIÓN S/N PUERTO DEPORTIVO MARINA INT, S/N;03181;03;ALACANT;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;alinasailing@gmail.com;653193070;;http://www.alinasailing.com;;Alacant/Alicante (ALACANT), Calp (ALACANT), Guardamar del Segura (ALACANT), Orihuela (ALACANT), Santa Pola (ALACANT)
14/09/2025 02:00:03;CVTA00104 A;BUCEO PUERTO JAVEA;AVENIDA ESCOLLERA SUR, S/N;03730;03;ALACANT;082;XÀBIA/JÁVEA;LA MARINA ALTA;info@buceopuertojavea.com;965794100;;www.buceopuertodejavea.net;;Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00106 A;COSTA BLANCA KITESCHOOL;CALLE MOLL DE LA PANSA,  LOCAL 6B;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;info@costablancakiteschool.com;650328258;;http://www.costablancakiteschool.com;;Dénia (ALACANT)
14/09/2025 02:00:03;CVTA00107 A;ESCUELA J CHARTER OCÁNO;CALLE REPUBLICA ARGENTINA, 55 BJ;03007;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;INFO@ACADEMIANAUTICAOCEANO.COM oceanoalicante@ono.com;640348052;;WWW.ACADEMIANAUTICAOCEANO.COM;;Alacant/Alicante (ALACANT)
14/09/2025 02:00:03;CVTA00109 A;BLUE BIKE;CALLE ARGENSOLA, 8-P1;03002;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;info@bluebike.es;674676362;;;;Alacant/Alicante (ALACANT)
14/09/2025 02:00:03;CVTA00110 A;PAINTBALL INDOOR ALICANTE;CALLE SAGITARIO, 7;03006;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;lucas.cardes@gmail.com;685310087;;http://www.paintballindooralicante.com/;;Alacant/Alicante (ALACANT)
14/09/2025 02:00:03;CVTA00111 A;PEDRO TAFALLA MORON;PASEO LA ILLETA - CLUB NAUTICO EL CAMPELLO, S/N;03560;03;ALACANT;050;EL CAMPELLO;L'ALACANTI;info@atlantidabuceo.com;615930121;;http://www.atlantidabuceo.com/;;Benidorm (ALACANT), El Campello (ALACANT)
14/09/2025 02:00:03;CVTA00113 A;SEGWAY TRIP DENIA;CALLE CALDERÓN, 8;03700;03;ALACANT;063;DÉNIA;LA MARINA ALTA;info@segwaydenia.com;965780825;;http://segwaydenia.com;;Dénia (ALACANT), Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00114 A;CAMPELLO SURF SHOP, SL;CALLE SAN VICENTE, 98 BJ;03560;03;ALACANT;050;EL CAMPELLO;L'ALACANTI;campellosurfshop@gmail.com;603464456;;;;El Campello (ALACANT)
14/09/2025 02:00:03;CVTA00115 A;CAMPELLO SURF CLUB;CALLE SAN VICENTE, 98;03560;03;ALACANT;050;EL CAMPELLO;L'ALACANTI;campellosurfclub@hotmail.com;603464456;;www.campellosurfclub.es;;El Campello (ALACANT)
14/09/2025 02:00:03;CVTA00116 A;AQUAVENTURA;CALLE MADRE ELISEA OLIVER ESQUINA LEGAZPI;03005;03;ALACANT;014;ALACANT/ALICANTE;L'ALACANTI;rosaaquaventura@gmail.com;607 892 410;;https://www.aquaventurabuceo.es;;Xàbia/Jávea (ALACANT)
14/09/2025 02:00:03;CVTA00117 A;MULTIAVENTURA CHARM ALICANTE;AVENIDA JUAN SEBASTIAN EL CANO, 141;03130;03;ALACANT;121;SANTA POLA;EL BAIX VINALOPO;info@multiaventuracharmalicante.es;644 84 87 88;;https://multiaventuracharmalicante.es;;Alcoi/Alcoy (ALACANT), Altea (ALACANT), Benidorm (ALACANT), Benilloba (ALACANT), Benissa (ALACANT), Callosa de Segura (ALACANT), Callosa d'en Sarrià (ALACANT), Castalla (ALACANT), Castell de Castells (ALACANT), Crevillent (ALACANT), Dénia (ALACANT), El Castell de Guadalest (ALACANT), Elda (ALACANT), Elx/Elche (ALACANT), Ibi (ALACANT), La Nucia (ALACANT), La Vila Joiosa/Villajoyosa (ALACANT), Orihuela (ALACANT), Pego (ALACANT), Petrer (ALACANT), Polop (ALACANT), Santa Pola (ALACANT), Sella (ALACANT), Villena (ALACANT)
